CustomerID;Value;Frequency;Recency;Country
16062;68.22;4;9;United Kingdom
16063;32.76;1;260;United Kingdom
16065;31.4;1;365;United Kingdom
16066;233.35;5;16;United Kingdom
16070;64.11;2;22;United Kingdom
16071;15;1;44;United Kingdom
16072;49;1;288;United Kingdom
16076;186.79;4;22;United Kingdom
16079;50.4;1;40;United Kingdom
16080;25.9;2;81;United Kingdom
16081;270.22;3;56;United Kingdom
16083;30;1;360;United Kingdom
16084;11.6;1;299;United Kingdom
16085;94.76;5;23;United Kingdom
16086;74.1;2;59;United Kingdom
16091;41.6;1;154;United Kingdom
16092;2.3;5;98;United Kingdom
16094;85.2;2;29;United Kingdom
16096;49.08;1;264;United Kingdom
16098;90;4;128;United Kingdom
16099;50.8;2;50;United Kingdom
16101;68.2;1;70;United Kingdom
16102;124.2;3;42;United Kingdom
16103;112.6;3;157;United Kingdom
16104;37.03;1;61;United Kingdom
16105;10.5;1;248;United Kingdom
16106;17.4;1;65;United Kingdom
16107;136.5;2;89;United Kingdom
16108;32.4;1;84;United Kingdom
16110;174.6;3;45;United Kingdom
16112;60.1;4;143;United Kingdom
16113;25.75;1;183;United Kingdom
16114;17.7;1;170;United Kingdom
16115;129.82;8;9;United Kingdom
16116;94.35;1;211;United Kingdom
16117;32.18;1;189;United Kingdom
16119;60.48;2;8;United Kingdom
16120;89.4;4;59;United Kingdom
16121;81.42;2;57;United Kingdom
16122;63.24;2;112;United Kingdom
16123;14.85;1;51;United Kingdom
16124;51.6;1;317;United Kingdom
16125;51;1;367;United Kingdom
16126;993.25;4;29;United Kingdom
16127;102.25;1;39;United Kingdom
16128;167.62;4;17;United Kingdom
16131;572.36;4;51;United Kingdom
16133;1175.46;27;3;United Kingdom
16134;107.34;2;21;United Kingdom
16135;25.2;1;262;United Kingdom
16136;131.54;2;59;United Kingdom
16139;69.9;3;18;United Kingdom
16140;186.58;2;52;United Kingdom
16141;70.71;1;88;United Kingdom
16142;17;1;249;United Kingdom
16143;250.91;5;3;United Kingdom
16145;487.53;9;8;United Kingdom
16146;45;2;203;United Kingdom
16147;35.04;1;133;United Kingdom
16148;76.32;1;296;United Kingdom
16149;56.36;2;4;United Kingdom
16150;194.28;8;38;United Kingdom
16152;198.7;1;268;United Kingdom
16153;181.39;3;49;United Kingdom
16156;229.59;8;8;United Kingdom
16157;34.65;2;51;United Kingdom
16159;54.6;1;281;United Kingdom
16160;87.6;2;65;United Kingdom
16161;649.09;20;1;United Kingdom
16163;220.35;1;365;United Kingdom
16164;75.64;3;17;United Kingdom
16168;145.86;6;115;United Kingdom
16169;238.26;4;8;United Kingdom
16170;292.55;6;50;United Kingdom
16171;24.9;1;59;United Kingdom
16172;57.68;4;95;United Kingdom
16173;206.05;4;15;United Kingdom
16174;45;1;151;United Kingdom
16175;34.8;2;94;United Kingdom
16178;44.75;1;138;United Kingdom
16179;61.98;1;60;United Kingdom
16180;1109.76;7;100;United Kingdom
16181;28.3;1;73;United Kingdom
16182;772.2;3;72;United Kingdom
16183;32.85;1;67;United Kingdom
16184;132.26;6;64;United Kingdom
16185;67.85;2;16;United Kingdom
16186;372.84;9;22;United Kingdom
16187;614.32;12;31;United Kingdom
16188;89.46;3;44;United Kingdom
16189;14.95;1;15;United Kingdom
16190;17.7;1;40;United Kingdom
16191;608.42;10;2;United Kingdom
16193;20.4;1;236;United Kingdom
16198;35.4;1;75;United Kingdom
16200;113.9;2;4;United Kingdom
16201;337.15;4;3;United Kingdom
16202;60.9;1;360;United Kingdom
16203;82.9;3;58;United Kingdom
16204;50.1;1;23;United Kingdom
16205;96;3;37;United Kingdom
16206;90.57;4;54;United Kingdom
16207;82.7;1;25;United Kingdom
16208;46.36;2;44;United Kingdom
16209;89.55;3;119;United Kingdom
16210;4859.44;13;1;United Kingdom
16211;245.1;1;88;United Kingdom
16212;80.55;2;19;United Kingdom
16214;89.1;2;170;United Kingdom
16215;12.5;1;80;United Kingdom
16216;82.56;1;267;United Kingdom
16217;3.2;2;267;United Kingdom
16218;332.46;6;29;United Kingdom
16221;79.51;2;36;United Kingdom
16222;51.95;1;318;United Kingdom
16224;108.01;3;57;United Kingdom
16225;132.56;4;44;United Kingdom
16226;17.7;1;207;United Kingdom
16229;94.76;2;87;United Kingdom
16230;102.6;2;189;United Kingdom
16232;38.42;2;215;United Kingdom
16233;85.74;2;71;United Kingdom
16235;140.3;5;40;United Kingdom
16239;31.5;1;189;United Kingdom
16240;324.13;3;9;United Kingdom
16241;317.35;12;9;United Kingdom
16242;429.01;7;8;United Kingdom
16243;85.75;2;33;United Kingdom
16244;163.44;2;211;United Kingdom
16245;166.8;3;23;United Kingdom
16247;8.47;1;170;United Kingdom
16248;50.16;1;61;United Kingdom
16249;86.1;3;112;United Kingdom
16250;37.65;1;373;United Kingdom
16252;-18.5;1;366;United Kingdom
16253;584.12;2;66;United Kingdom
16255;196.37;8;16;United Kingdom
16258;338.7;3;45;United Kingdom
16260;436.6;1;50;United Kingdom
16261;95.62;4;17;United Kingdom
16262;-19.9;1;360;United Kingdom
16265;496.44;7;43;United Kingdom
16266;63.96;4;115;United Kingdom
16268;85.8;2;71;United Kingdom
16270;147.45;1;353;United Kingdom
16271;186.99;3;15;United Kingdom
16272;21.35;1;116;United Kingdom
16274;19.75;1;373;United Kingdom
16275;98.06;1;196;United Kingdom
16278;17;1;100;United Kingdom
16279;203.32;3;21;United Kingdom
16281;405.64;1;72;United Kingdom
16282;29.5;1;339;United Kingdom
16283;162.87;4;5;United Kingdom
16284;76.95;2;31;United Kingdom
16292;38;1;121;United Kingdom
16293;279.9;7;21;United Kingdom
16295;215.84;4;9;United Kingdom
16297;41.04;1;268;United Kingdom
16298;15;1;51;United Kingdom
16302;-20.4;1;107;United Kingdom
16303;695.65;4;25;United Kingdom
16305;27.6;1;138;United Kingdom
16306;85.2;4;213;United Kingdom
16309;86.03;3;91;United Kingdom
16311;57.48;2;17;United Kingdom
16313;42.78;1;3;United Kingdom
16315;44.45;1;330;United Kingdom
16316;204.23;4;64;United Kingdom
16317;207.91;3;119;United Kingdom
16318;17.4;1;35;United Kingdom
16320;126.1;2;172;Other
16322;21.01;2;1;United Kingdom
16323;207.5;1;196;United Kingdom
16324;75.27;2;128;United Kingdom
16326;342.03;13;5;United Kingdom
16327;505.54;6;14;United Kingdom
16330;138.71;4;17;United Kingdom
16332;131.52;6;28;United Kingdom
16333;652;2;252;United Kingdom
16337;27.9;1;36;United Kingdom
16338;24.65;1;157;United Kingdom
16339;9.2;1;284;United Kingdom
16340;25.93;1;107;United Kingdom
16341;42.9;3;79;United Kingdom
16342;20.8;1;145;United Kingdom
16343;43.74;2;16;United Kingdom
16345;51.94;1;44;United Kingdom
16347;74.37;2;11;United Kingdom
16348;138.3;6;37;United Kingdom
16349;18.05;1;290;United Kingdom
16350;217.45;4;21;United Kingdom
16352;12.5;1;17;United Kingdom
16353;712.44;6;32;United Kingdom
16354;6.65;1;73;United Kingdom
16356;10.2;2;197;United Kingdom
16357;155.5;3;33;United Kingdom
16358;341.17;4;1;United Kingdom
16359;35.55;3;7;United Kingdom
16360;466.2;6;4;United Kingdom
16361;81.2;4;9;United Kingdom
16362;36.77;4;32;United Kingdom
16363;15;1;53;United Kingdom
16364;55.2;2;11;United Kingdom
16365;11.3;2;150;United Kingdom
16366;10.5;1;18;United Kingdom
16367;88.29;2;37;United Kingdom
16368;44.43;2;2;United Kingdom
16369;94.8;2;18;United Kingdom
16370;143.84;4;82;United Kingdom
16372;49.62;2;33;United Kingdom
16374;72.4;2;66;United Kingdom
16376;76.56;3;8;United Kingdom
16377;51;1;267;United Kingdom
16378;48;3;247;United Kingdom
16379;311.96;4;4;United Kingdom
16383;97.05;2;74;United Kingdom
16384;71.85;2;89;United Kingdom
16385;65.46;3;60;United Kingdom
16386;77.51;2;28;United Kingdom
16389;197.98;3;53;United Kingdom
16392;30.7;1;269;United Kingdom
16393;259.08;15;2;United Kingdom
16394;73.07;5;56;United Kingdom
16395;119.57;5;60;United Kingdom
16398;225.91;3;144;United Kingdom
16399;30.15;2;19;United Kingdom
16400;19.85;1;94;United Kingdom
16401;199.3;9;1;United Kingdom
16402;22.85;1;369;United Kingdom
16403;11.6;2;302;United Kingdom
16404;54.5;1;70;United Kingdom
16406;6.61;1;18;United Kingdom
16407;178.25;8;12;United Kingdom
16409;185.47;5;36;United Kingdom
16411;10.61;1;19;United Kingdom
16412;8.1;1;53;United Kingdom
16413;22.6;1;56;United Kingdom
16414;9.95;1;21;United Kingdom
16415;9.78;1;44;United Kingdom
16416;88.23;4;26;United Kingdom
16418;77.43;3;44;United Kingdom
16419;193.89;3;128;United Kingdom
16422;4012.72;27;25;United Kingdom
16423;30;1;24;United Kingdom
16424;47.1;1;191;United Kingdom
16425;17;1;302;United Kingdom
16426;201.08;9;2;United Kingdom
16427;15;1;284;United Kingdom
16431;45.85;3;213;United Kingdom
16432;15.9;1;64;United Kingdom
16433;92;1;28;United Kingdom
16434;301.31;7;29;United Kingdom
16438;100.68;5;5;United Kingdom
16440;387.15;5;7;United Kingdom
16441;25.5;1;291;United Kingdom
16442;98.89;3;1;United Kingdom
16444;30.8;3;46;United Kingdom
16445;32.44;1;33;United Kingdom
16447;6.85;1;135;United Kingdom
16448;10;1;198;United Kingdom
16449;128.6;3;190;United Kingdom
16451;28.3;1;87;United Kingdom
16455;259.32;5;63;United Kingdom
16456;287.72;5;99;United Kingdom
16457;19.8;1;218;United Kingdom
16458;410.17;15;2;United Kingdom
16460;45.68;2;72;United Kingdom
16461;17.15;1;177;United Kingdom
16463;114.18;3;52;United Kingdom
16464;178.8;3;19;United Kingdom
16466;99.78;6;33;United Kingdom
16469;98.14;4;23;United Kingdom
16470;44.76;3;51;United Kingdom
16471;73.1;1;274;United Kingdom
16473;10.2;1;287;United Kingdom
16474;174.52;6;17;United Kingdom
16475;37.8;2;162;United Kingdom
16477;335.7;7;63;United Kingdom
16478;32.7;1;65;United Kingdom
16480;47.93;1;75;United Kingdom
16482;32.22;1;15;United Kingdom
16483;9.9;1;192;United Kingdom
16484;3;2;189;United Kingdom
16485;32.26;1;77;United Kingdom
16488;24;2;33;United Kingdom
16491;86.04;1;46;United Kingdom
16493;192.75;4;72;United Kingdom
16494;175.2;1;296;United Kingdom
16495;117.6;2;3;United Kingdom
16496;142.5;3;8;United Kingdom
16497;233.92;3;49;United Kingdom
16498;41.4;1;162;United Kingdom
16499;2;2;364;United Kingdom
16500;218.1;3;4;United Kingdom
16503;70.25;2;106;United Kingdom
16504;51.29;1;25;United Kingdom
16505;358.56;1;31;United Kingdom
16509;29.85;1;296;United Kingdom
16510;97.35;1;372;United Kingdom
16511;88.38;3;21;United Kingdom
16513;182.4;3;4;United Kingdom
16515;109.61;4;91;United Kingdom
16516;16.5;1;30;United Kingdom
16517;7.8;1;277;United Kingdom
16518;57.3;2;61;United Kingdom
16519;26.1;1;25;United Kingdom
16520;115.02;3;186;United Kingdom
16523;1110.85;18;1;United Kingdom
16525;1043.83;13;2;United Kingdom
16526;10;1;171;United Kingdom
16527;37.3;1;81;United Kingdom
16528;74.46;1;3;United Kingdom
16529;75.35;1;190;United Kingdom
16531;142.38;6;22;United Kingdom
16533;134.74;3;19;United Kingdom
16535;74.34;1;5;United Kingdom
16536;20.51;1;110;United Kingdom
16539;178.5;3;2;United Kingdom
16545;76.5;1;164;United Kingdom
16546;-103.68;1;372;United Kingdom
16549;603.43;10;10;United Kingdom
16550;305.29;8;108;United Kingdom
16551;133.07;3;95;United Kingdom
16552;16.5;1;242;United Kingdom
16553;1061.8;8;163;United Kingdom
16554;86.78;4;3;United Kingdom
16555;102.38;2;35;United Kingdom
16556;349.08;6;66;United Kingdom
16557;101.8;2;24;United Kingdom
16558;1095.5;20;0;United Kingdom
16560;152.63;2;26;United Kingdom
16561;123.35;2;5;United Kingdom
16563;15;1;53;United Kingdom
16566;10.08;1;15;United Kingdom
16567;229.18;2;194;United Kingdom
16570;685.56;7;15;United Kingdom
16571;77.85;5;3;United Kingdom
16572;52.3;2;127;United Kingdom
16573;68.4;2;84;United Kingdom
16574;40.8;1;71;United Kingdom
16579;-30.6;1;365;United Kingdom
16581;-8.46;2;155;United Kingdom
16582;11.7;1;113;United Kingdom
16583;68.1;1;373;United Kingdom
16584;87.09;3;80;United Kingdom
16589;62.28;2;71;United Kingdom
16592;551.18;8;4;United Kingdom
16593;124.05;2;189;United Kingdom
16594;18.79;1;75;United Kingdom
16595;48.88;1;61;United Kingdom
16596;55.4;1;366;United Kingdom
16600;39.42;3;4;United Kingdom
16601;21.1;1;40;United Kingdom
16602;73.1;1;36;United Kingdom
16603;80.1;2;74;United Kingdom
16607;21.59;11;17;United Kingdom
16609;675.05;8;15;United Kingdom
16610;11.4;1;219;United Kingdom
16611;5.04;1;186;United Kingdom
16612;103.9;3;119;United Kingdom
16613;10.2;1;70;United Kingdom
16614;128.7;1;182;United Kingdom
16616;46.89;2;15;United Kingdom
16617;81.45;1;235;United Kingdom
16618;264.76;3;31;United Kingdom
16619;32.88;1;263;United Kingdom
16621;15;1;51;United Kingdom
16624;99.5;2;80;United Kingdom
16625;20.94;1;274;United Kingdom
16626;584.1;8;22;United Kingdom
16628;202.6;5;106;United Kingdom
16629;48.91;2;73;United Kingdom
16633;253.18;6;17;United Kingdom
16634;13;1;372;United Kingdom
16637;187.7;4;32;United Kingdom
16638;116.54;5;99;United Kingdom
16639;22.5;3;25;United Kingdom
16641;58.1;1;105;United Kingdom
16642;98.66;2;4;United Kingdom
16643;87.15;1;245;United Kingdom
16644;83.35;2;177;United Kingdom
16647;28.54;1;204;United Kingdom
16648;20;1;42;United Kingdom
16650;34.8;1;71;United Kingdom
16652;425.58;4;58;United Kingdom
16653;97.78;2;64;United Kingdom
16654;87.75;5;141;United Kingdom
16655;353.71;6;17;United Kingdom
16656;716.64;6;30;United Kingdom
16657;86.64;4;9;United Kingdom
16660;93.15;2;16;United Kingdom
16666;22.98;1;19;United Kingdom
16667;157.08;2;68;United Kingdom
16668;20.04;2;15;United Kingdom
16669;149.29;3;23;United Kingdom
16670;395.16;10;18;United Kingdom
16672;660.8;7;112;United Kingdom
16674;30.61;2;54;United Kingdom
16676;119.62;4;33;United Kingdom
16678;301.89;11;2;United Kingdom
16681;20.16;1;77;United Kingdom
16682;167.6;3;4;United Kingdom
16684;4058.82;9;4;United Kingdom
16685;31.62;1;61;United Kingdom
16686;333.89;6;47;United Kingdom
16688;129.68;3;1;United Kingdom
16689;57.9;1;82;United Kingdom
16690;45;2;72;United Kingdom
16693;41.84;2;68;United Kingdom
16696;53.1;2;213;United Kingdom
16700;784.03;14;8;United Kingdom
16701;877.53;11;8;United Kingdom
16705;1210.37;13;4;United Kingdom
16706;62.66;3;37;United Kingdom
16708;59.1;1;45;United Kingdom
16709;220.6;4;84;United Kingdom
16710;269.13;10;19;United Kingdom
16712;393.77;10;18;United Kingdom
16713;532.34;15;18;United Kingdom
16714;295.7;1;317;United Kingdom
16715;13.92;1;78;United Kingdom
16717;216.14;5;23;United Kingdom
16718;23.85;1;369;United Kingdom
16719;245.4;7;14;United Kingdom
16721;38.42;1;262;United Kingdom
16722;514.84;8;17;United Kingdom
16723;4.63;1;107;United Kingdom
16725;116.6;6;302;United Kingdom
16726;109.86;3;26;United Kingdom
16727;15.45;1;364;United Kingdom
16728;157.76;4;46;United Kingdom
16729;829.34;19;38;United Kingdom
16730;64.4;3;52;United Kingdom
16732;37.35;1;31;United Kingdom
16734;48.18;2;52;United Kingdom
16735;193.45;3;98;United Kingdom
16739;49.7;2;172;United Kingdom
16743;208.8;8;29;United Kingdom
16744;199.2;7;11;United Kingdom
16745;813.45;14;86;United Kingdom
16746;643;14;4;United Kingdom
16747;143.86;2;37;United Kingdom
16748;126.4;4;17;United Kingdom
16750;31.38;3;44;United Kingdom
16751;232.54;1;30;United Kingdom
16752;10.2;1;372;United Kingdom
16753;19.89;1;58;United Kingdom
16755;157.44;3;114;United Kingdom
16756;87.78;1;214;United Kingdom
16757;5.04;1;318;United Kingdom
16758;3.75;1;65;United Kingdom
16759;93.7;2;7;United Kingdom
16762;115.52;3;19;United Kingdom
16763;99.25;1;198;United Kingdom
16764;415.73;14;3;United Kingdom
16766;106.3;1;273;United Kingdom
16767;296.74;6;30;United Kingdom
16768;98.6;2;47;United Kingdom
16769;17.39;1;260;United Kingdom
16770;131.78;5;57;United Kingdom
16771;218.16;5;33;United Kingdom
16773;30.9;1;57;United Kingdom
16774;96.45;4;67;United Kingdom
16775;211.95;10;10;United Kingdom
16776;35.52;1;60;United Kingdom
16777;19;1;257;United Kingdom
16779;1334.24;23;2;United Kingdom
16780;53.9;2;100;United Kingdom
16781;53.85;1;372;United Kingdom
16782;297.5;12;35;United Kingdom
16784;30;1;19;United Kingdom
16788;32.09;2;123;United Kingdom
16790;159.84;5;3;United Kingdom
16791;219.22;7;29;United Kingdom
16792;27.65;1;282;United Kingdom
16793;33.6;1;57;United Kingdom
16794;179.96;8;1;United Kingdom
16795;86.35;1;365;United Kingdom
16796;78.84;1;89;United Kingdom
16800;224.75;1;11;United Kingdom
16801;99.7;3;201;United Kingdom
16803;26.44;1;65;United Kingdom
16804;100.1;2;23;United Kingdom
16805;33.99;2;173;United Kingdom
16806;147.89;4;103;United Kingdom
16807;197.94;3;142;United Kingdom
16808;16.84;1;274;United Kingdom
16809;99.31;5;23;United Kingdom
16810;30.1;1;192;United Kingdom
16811;14.85;1;17;United Kingdom
16812;18.6;1;360;United Kingdom
16813;162.11;10;8;United Kingdom
16814;1004.14;15;14;United Kingdom
16816;20.3;2;149;United Kingdom
16817;224.98;10;2;United Kingdom
16818;297.41;9;10;United Kingdom
16820;10.2;1;95;United Kingdom
16823;3.3;1;227;United Kingdom
16824;60.3;2;15;United Kingdom
16825;105.6;1;38;United Kingdom
16826;77.1;1;51;United Kingdom
16828;30.3;2;93;United Kingdom
16829;19.92;1;156;United Kingdom
16830;10.5;1;38;United Kingdom
16833;109;2;1;United Kingdom
16834;60.6;1;227;United Kingdom
16837;225.85;7;31;United Kingdom
16838;27.6;1;197;United Kingdom
16839;1639.64;21;8;United Kingdom
16841;188.76;6;36;United Kingdom
16842;116.99;3;64;United Kingdom
16843;1255.38;13;42;United Kingdom
16846;15;1;50;United Kingdom
16847;59.54;1;43;United Kingdom
16848;10.2;1;52;United Kingdom
16849;25.5;1;186;United Kingdom
16850;10.08;1;333;United Kingdom
16851;56.22;2;4;United Kingdom
16852;32.7;2;10;United Kingdom
16855;36.4;1;23;United Kingdom
16858;23.85;1;368;United Kingdom
16859;74.11;3;106;United Kingdom
16863;51.41;3;31;United Kingdom
16869;59.16;4;22;United Kingdom
16871;271.83;5;22;United Kingdom
16872;159;1;184;United Kingdom
16873;811.74;9;4;United Kingdom
16875;329.59;6;64;United Kingdom
16877;66.25;6;12;United Kingdom
16880;205.52;5;30;United Kingdom
16882;86.56;3;66;United Kingdom
16883;5.9;1;371;United Kingdom
16884;7.5;1;37;United Kingdom
16885;43.32;3;15;United Kingdom
16887;5.05;1;35;United Kingdom
16889;168.3;3;194;United Kingdom
16891;88.22;4;36;United Kingdom
16892;28.7;5;1;United Kingdom
16893;2.9;1;366;United Kingdom
16895;44.47;1;64;United Kingdom
16897;21.18;3;299;United Kingdom
16898;56.67;3;26;United Kingdom
16899;117.03;6;7;United Kingdom
16900;102.19;3;11;United Kingdom
16902;30;1;116;United Kingdom
16903;22.03;1;29;United Kingdom
16904;449.53;14;4;United Kingdom
16905;320.81;6;5;United Kingdom
16906;62.63;4;81;United Kingdom
16907;67.82;5;29;United Kingdom
16909;25.5;1;72;United Kingdom
16910;171.37;8;4;United Kingdom
16912;219.08;7;67;United Kingdom
16913;1.25;1;290;United Kingdom
16914;69.3;1;36;United Kingdom
16915;17.91;2;44;United Kingdom
16916;56.79;2;23;United Kingdom
16917;15.6;1;276;United Kingdom
16918;143.56;4;63;United Kingdom
16919;205.84;10;156;United Kingdom
16921;12.72;1;61;United Kingdom
16923;532.27;17;12;United Kingdom
16924;115.7;3;21;United Kingdom
16926;54.85;1;371;United Kingdom
16927;67.5;1;276;United Kingdom
16928;426.75;11;80;United Kingdom
16929;118.17;5;3;United Kingdom
16930;47.16;2;26;United Kingdom
16931;398.2;19;5;United Kingdom
16932;16.63;1;53;United Kingdom
16933;22.7;3;1;United Kingdom
16934;109.76;2;54;United Kingdom
16936;44.82;1;25;United Kingdom
16938;1044.48;2;8;United Kingdom
16940;261.24;3;52;United Kingdom
16942;152.46;9;12;United Kingdom
16943;15.3;1;318;United Kingdom
16945;498.65;13;21;United Kingdom
16947;27.04;1;235;United Kingdom
16948;15.6;1;325;United Kingdom
16949;23.35;2;3;United Kingdom
16950;76.64;2;56;United Kingdom
16951;48.6;3;134;United Kingdom
16952;34.85;2;109;United Kingdom
16953;20.8;1;30;United Kingdom
16954;339.15;5;7;United Kingdom
16955;20;1;184;United Kingdom
16956;46.6;1;17;United Kingdom
16957;23.8;1;239;United Kingdom
16959;13.05;1;87;United Kingdom
16960;90.37;3;38;United Kingdom
16961;15;1;116;United Kingdom
16963;32.7;1;187;United Kingdom
16965;4.06;1;226;United Kingdom
16966;150;1;8;United Kingdom
16967;47.52;1;189;United Kingdom
16968;66.18;2;4;United Kingdom
16969;120.95;2;39;United Kingdom
16971;11.2;1;38;United Kingdom
16978;36.94;1;77;United Kingdom
16979;242.8;5;3;United Kingdom
16980;95.15;2;255;United Kingdom
16982;17.34;1;60;United Kingdom
16983;105.48;4;12;United Kingdom
16984;243.65;3;78;United Kingdom
16985;807.4;8;17;United Kingdom
16987;111.06;5;3;United Kingdom
16989;130;1;150;United Kingdom
16992;129.69;5;10;United Kingdom
16996;260.85;4;30;United Kingdom
16997;97.5;1;325;United Kingdom
16998;189.6;1;204;United Kingdom
16999;51.54;1;74;United Kingdom
17001;404.15;9;0;United Kingdom
17002;191;3;85;United Kingdom
17004;54.93;2;46;United Kingdom
17006;124.95;3;4;United Kingdom
17007;99.24;3;50;United Kingdom
17010;57.66;1;18;United Kingdom
17014;90.14;3;8;United Kingdom
17015;151.85;3;28;United Kingdom
17017;901.32;15;2;United Kingdom
17018;142.5;2;40;United Kingdom
17019;152.35;4;11;United Kingdom
17022;20.8;1;31;United Kingdom
17025;46.8;1;60;United Kingdom
17026;131.88;2;185;United Kingdom
17027;142.55;4;78;United Kingdom
17030;28.9;1;63;United Kingdom
17031;16.5;1;154;United Kingdom
17033;40.8;1;359;United Kingdom
17034;24.84;2;16;United Kingdom
17035;63.82;2;245;United Kingdom
17037;46.79;2;78;United Kingdom
17038;5;1;30;United Kingdom
17040;38.42;1;137;United Kingdom
17041;181.05;3;26;United Kingdom
17042;153.64;4;121;United Kingdom
17043;163.78;4;32;United Kingdom
17044;85.81;2;8;United Kingdom
17045;51.55;2;113;United Kingdom
17046;122.52;1;157;United Kingdom
17047;95.26;3;85;United Kingdom
17048;74.86;2;282;United Kingdom
17049;566.47;9;2;United Kingdom
17050;394.67;6;96;United Kingdom
17051;31.7;1;194;United Kingdom
17052;141.97;1;28;United Kingdom
17053;76.38;1;130;United Kingdom
17054;185.04;5;28;United Kingdom
17058;243.5;3;81;United Kingdom
17059;222.61;5;29;United Kingdom
17061;843.5;6;73;United Kingdom
17062;30.6;3;313;United Kingdom
17063;155.58;6;21;United Kingdom
17064;122.4;3;58;United Kingdom
17068;435.55;15;49;United Kingdom
17069;232.31;6;28;United Kingdom
17070;8.35;1;114;United Kingdom
17071;368.83;8;28;United Kingdom
17073;159.95;4;17;United Kingdom
17075;104.43;5;17;United Kingdom
17076;76.2;1;36;United Kingdom
17078;26.69;1;36;United Kingdom
17081;7.4;2;25;United Kingdom
17082;143.47;2;33;United Kingdom
17083;94.42;3;109;United Kingdom
17084;391.24;2;35;United Kingdom
17085;221.01;6;123;United Kingdom
17086;391.98;5;7;United Kingdom
17088;208.85;4;28;United Kingdom
17090;313.02;3;4;United Kingdom
17091;600.42;7;2;United Kingdom
17092;144.71;2;50;United Kingdom
17094;8.5;1;322;United Kingdom
17095;146.6;3;22;United Kingdom
17096;105.36;4;9;United Kingdom
17097;174.68;7;2;Other
17100;155.16;1;18;United Kingdom
17101;198.45;3;29;United Kingdom
17105;49.97;2;159;United Kingdom
17107;882.64;5;33;United Kingdom
17109;148.02;5;29;United Kingdom
17110;46.45;1;165;United Kingdom
17114;24.3;5;5;United Kingdom
17115;78.65;3;182;United Kingdom
17117;22.7;1;288;United Kingdom
17118;23.46;1;317;United Kingdom
17119;68.1;3;3;United Kingdom
17120;16.5;1;233;United Kingdom
17122;31.22;1;119;United Kingdom
17123;30.6;1;161;United Kingdom
17124;14.55;1;185;United Kingdom
17125;16.55;1;50;United Kingdom
17126;80.87;5;152;United Kingdom
17128;35.04;1;334;United Kingdom
17131;241.15;3;5;United Kingdom
17133;1888.1;4;15;United Kingdom
17134;45.45;1;264;United Kingdom
17135;135.94;3;52;United Kingdom
17138;22.55;1;275;United Kingdom
17139;1189.54;14;15;United Kingdom
17140;37.95;1;247;United Kingdom
17144;81;2;1;United Kingdom
17146;48;2;263;United Kingdom
17147;103.99;5;22;United Kingdom
17148;25;1;51;United Kingdom
17152;624.05;2;194;United Kingdom
17153;12.5;1;24;United Kingdom
17154;67.56;1;75;United Kingdom
17155;92.7;2;17;United Kingdom
17157;80.3;3;7;United Kingdom
17158;109.95;3;32;United Kingdom
17159;138.94;3;21;United Kingdom
17160;327.16;6;31;United Kingdom
17162;132.09;7;131;United Kingdom
17164;186.65;6;32;United Kingdom
17165;45;1;284;United Kingdom
17169;143.11;4;50;United Kingdom
17171;5.04;1;289;United Kingdom
17172;14.22;2;74;United Kingdom
17173;655.78;6;5;United Kingdom
17174;20.9;1;217;United Kingdom
17175;205.9;3;44;United Kingdom
17176;27;1;201;United Kingdom
17179;29.13;2;178;United Kingdom
17180;133.91;5;56;United Kingdom
17181;5.4;1;57;United Kingdom
17183;215.94;4;7;United Kingdom
17187;20.4;1;226;United Kingdom
17188;322.76;6;11;United Kingdom
17189;93.74;2;106;United Kingdom
17190;5.01;1;58;United Kingdom
17191;276.32;7;28;United Kingdom
17193;335.52;6;38;United Kingdom
17194;13.37;2;273;United Kingdom
17197;233.7;1;29;United Kingdom
17198;90.09;3;23;United Kingdom
17201;60.63;1;53;United Kingdom
17203;323.99;5;35;United Kingdom
17204;81.9;5;175;United Kingdom
17206;49.68;1;53;United Kingdom
17211;287.7;8;26;United Kingdom
17212;117.3;1;253;United Kingdom
17213;463.2;9;40;United Kingdom
17214;191.55;6;60;United Kingdom
17217;7.5;1;234;United Kingdom
17218;229.21;8;11;United Kingdom
17219;27.6;1;31;United Kingdom
17220;444.33;12;24;United Kingdom
17221;18.77;2;7;United Kingdom
17222;50.55;1;65;United Kingdom
17223;16.5;2;310;United Kingdom
17226;114.99;1;308;United Kingdom
17227;110.45;2;18;United Kingdom
17228;210.09;7;15;United Kingdom
17229;12.59;2;96;United Kingdom
17230;562;5;264;United Kingdom
17231;357.76;11;12;United Kingdom
17232;43;2;2;United Kingdom
17233;12.6;1;35;United Kingdom
17234;35.85;1;182;United Kingdom
17235;41.48;2;25;United Kingdom
17236;74.93;5;12;United Kingdom
17237;20.8;1;22;United Kingdom
17238;404.08;16;2;United Kingdom
17239;6.6;1;312;United Kingdom
17242;66.3;2;108;United Kingdom
17243;1224.3;23;1;United Kingdom
17244;148.95;1;53;United Kingdom
17247;38.15;1;15;United Kingdom
17248;46.68;1;120;United Kingdom
17250;25.5;1;3;United Kingdom
17251;27.65;1;362;United Kingdom
17252;17.2;1;186;United Kingdom
17253;35.75;1;18;United Kingdom
17254;52.89;2;4;United Kingdom
17255;62.71;2;40;United Kingdom
17256;124.65;2;107;United Kingdom
17259;89.28;2;148;United Kingdom
